system:index,NO2_area_mean_mol_per_m2,NO2_population_weighted_exposure_mol_per_m2,end_date,population_year_used,port_name,start_date,total_population,year,.geo
00000000000000000022_7,4.487345630511266E-5,8.750899343514384E-5,2026-01-01,2020,Jawaharlal Nehru Port,2025-01-01,6325.1291773953835,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_0,2.376573568655664E-5,3.0252668927942553E-5,2019-01-01,2018.0,Cochin,2018-12-05,2571.125119975676,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_1,2.037315666713599E-5,2.5177340599561453E-5,2020-01-01,2019.0,Cochin,2019-01-01,2581.6373392107416,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_2,1.8346082532218026E-5,2.1835420947730517E-5,2021-01-01,2020.0,Cochin,2020-01-01,2587.914626862371,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_3,1.8646608393355E-5,2.326318957764862E-5,2022-01-01,2020,Cochin,2021-01-01,2587.914626862371,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_4,1.953265357480679E-5,2.4302809501806203E-5,2023-01-01,2020,Cochin,2022-01-01,2587.914626862371,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_5,2.0273210522296526E-5,2.5803885946711257E-5,2024-01-01,2020,Cochin,2023-01-01,2587.914626862371,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_6,1.9724943812331714E-5,2.428225710160573E-5,2025-01-01,2020,Cochin,2024-01-01,2587.914626862371,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_7,1.9094706374007654E-5,2.3461092023948687E-5,2026-01-01,2020,Cochin,2025-01-01,2587.914626862371,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_0,2.3381019303681827E-5,5.541864834694528E-5,2019-01-01,2018.0,Madras,2018-12-05,2994.6968499115874,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_1,2.5085445543958736E-5,4.4279086987723794E-5,2020-01-01,2019.0,Madras,2019-01-01,3062.8523905715533,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_2,2.0580789896974397E-5,3.4407479130800706E-5,2021-01-01,2020.0,Madras,2020-01-01,3132.2947939263827,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_3,2.3601639565663714E-5,4.418497834384984E-5,2022-01-01,2020,Madras,2021-01-01,3132.2947939263827,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_4,2.5438655581235334E-5,4.554888829412116E-5,2023-01-01,2020,Madras,2022-01-01,3132.2947939263827,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_5,2.69646176419766E-5,4.884984175082187E-5,2024-01-01,2020,Madras,2023-01-01,3132.2947939263827,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_6,2.3762098196401694E-5,3.909701353283412E-5,2025-01-01,2020,Madras,2024-01-01,3132.2947939263827,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_7,2.5576842955350203E-5,4.589345664981673E-5,2026-01-01,2020,Madras,2025-01-01,3132.2947939263827,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_0,5.7530541045643285E-5,6.847851030416124E-5,2019-01-01,2018.0,Calcutta,2018-12-05,9209.718040121881,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_1,3.987957349261016E-5,5.175102497208021E-5,2020-01-01,2019.0,Calcutta,2019-01-01,9308.43657051933,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_2,3.910518290072735E-5,4.8628672154837014E-5,2021-01-01,2020.0,Calcutta,2020-01-01,9433.849271391891,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_3,4.815758030149642E-5,6.165920436897389E-5,2022-01-01,2020,Calcutta,2021-01-01,9433.849271391891,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_4,4.7682069414244306E-5,6.04426702851436E-5,2023-01-01,2020,Calcutta,2022-01-01,9433.849271391891,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_5,4.859346817768047E-5,6.158845435290447E-5,2024-01-01,2020,Calcutta,2023-01-01,9433.849271391891,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_6,4.6514126561423595E-5,5.746457987121463E-5,2025-01-01,2020,Calcutta,2024-01-01,9433.849271391891,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_7,4.6311204736834105E-5,5.72390685711664E-5,2026-01-01,2020,Calcutta,2025-01-01,9433.849271391891,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_0,9.763101766990086E-6,1.0777989647017756E-5,2019-01-01,2018.0,Phuket,2018-12-05,302.9821045514705,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_1,1.0266801530491772E-5,1.2423819856653224E-5,2020-01-01,2019.0,Phuket,2019-01-01,319.4484240433163,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_2,9.337327934349711E-6,1.0691292169520861E-5,2021-01-01,2020.0,Phuket,2020-01-01,337.17330134277233,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_3,9.12671573708956E-6,1.0137695383472531E-5,2022-01-01,2020,Phuket,2021-01-01,337.17330134277233,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_4,9.91005039043919E-6,1.0875872582624512E-5,2023-01-01,2020,Phuket,2022-01-01,337.17330134277233,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_5,1.0437670514284478E-5,1.1973333280213227E-5,2024-01-01,2020,Phuket,2023-01-01,337.17330134277233,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_6,1.0192613630216697E-5,1.2283462712906101E-5,2025-01-01,2020,Phuket,2024-01-01,337.17330134277233,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_7,9.71573402534833E-6,1.1743744536524729E-5,2026-01-01,2020,Phuket,2025-01-01,337.17330134277233,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_0,1.604260384879456E-5,3.0091127155405343E-5,2019-01-01,2018.0,Pulau Pinang,2018-12-05,841.0869334594219,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_1,1.8555042356856264E-5,3.250976984808401E-5,2020-01-01,2019.0,Pulau Pinang,2019-01-01,859.304249484209,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_2,1.722925373576631E-5,2.9509637113572486E-5,2021-01-01,2020.0,Pulau Pinang,2020-01-01,877.6086236706185,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_3,1.7088971917656914E-5,2.9798667865271267E-5,2022-01-01,2020,Pulau Pinang,2021-01-01,877.6086236706185,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_4,1.796665269092312E-5,3.1637689553069994E-5,2023-01-01,2020,Pulau Pinang,2022-01-01,877.6086236706185,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_5,1.906708001197364E-5,3.277583007972722E-5,2024-01-01,2020,Pulau Pinang,2023-01-01,877.6086236706185,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_6,1.9465538133191715E-5,3.358578525495941E-5,2025-01-01,2020,Pulau Pinang,2024-01-01,877.6086236706185,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_7,1.775265130849373E-5,3.0107925828819203E-5,2026-01-01,2020,Pulau Pinang,2025-01-01,877.6086236706185,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_0,1.84848694766426E-5,3.6866758083013175E-5,2019-01-01,2018.0,Belawan,2018-12-05,1348.079201599108,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_1,1.824490708889094E-5,3.396848580100727E-5,2020-01-01,2019.0,Belawan,2019-01-01,1366.3350620220995,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_2,1.667930052464211E-5,2.69861095865179E-5,2021-01-01,2020.0,Belawan,2020-01-01,1385.265306766054,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_3,1.6694164366642313E-5,2.85232880703278E-5,2022-01-01,2020,Belawan,2021-01-01,1385.265306766054,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_4,1.7649538810875227E-5,2.989183955139525E-5,2023-01-01,2020,Belawan,2022-01-01,1385.265306766054,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_5,1.9091800959999986E-5,3.264466519549094E-5,2024-01-01,2020,Belawan,2023-01-01,1385.265306766054,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_6,1.9288603472027604E-5,3.2535005506137294E-5,2025-01-01,2020,Belawan,2024-01-01,1385.265306766054,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_7,1.8185232469709027E-5,3.126819353372731E-5,2026-01-01,2020,Belawan,2025-01-01,1385.265306766054,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_0,2.286879311922768E-5,2.096752000893823E-5,2019-01-01,2018.0,Semarang,2018-12-05,3903.6416608263444,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_1,2.3991795214879647E-5,2.642339331346539E-5,2020-01-01,2019.0,Semarang,2019-01-01,3928.24146786484,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_2,2.0121845742971074E-5,2.1317452557187986E-5,2021-01-01,2020.0,Semarang,2020-01-01,3960.163860249518,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_3,2.2882072769347994E-5,2.4939943389096635E-5,2022-01-01,2020,Semarang,2021-01-01,3960.163860249518,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_4,2.4487582215341308E-5,2.6345285932990578E-5,2023-01-01,2020,Semarang,2022-01-01,3960.163860249518,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_5,2.8003046520484035E-5,3.072368124928407E-5,2024-01-01,2020,Semarang,2023-01-01,3960.163860249518,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_6,2.6892551986893696E-5,2.811360658430616E-5,2025-01-01,2020,Semarang,2024-01-01,3960.163860249518,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_7,2.4489962560068648E-5,2.5809993818546148E-5,2026-01-01,2020,Semarang,2025-01-01,3960.163860249518,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_0,8.84828911062853E-6,1.0802091629206077E-5,2019-01-01,2018.0,Kupang,2018-12-05,238.63512157768605,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_1,7.778757378165525E-6,9.779099592115796E-6,2020-01-01,2019.0,Kupang,2019-01-01,243.9911452511362,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_2,7.232834080775434E-6,8.982453272887343E-6,2021-01-01,2020.0,Kupang,2020-01-01,250.04681917615963,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_3,7.669259034381473E-6,9.065289317368372E-6,2022-01-01,2020,Kupang,2021-01-01,250.04681917615963,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_4,7.506671966980709E-6,8.780080136710717E-6,2023-01-01,2020,Kupang,2022-01-01,250.04681917615963,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_5,8.549566713418298E-6,1.0377620885132064E-5,2024-01-01,2020,Kupang,2023-01-01,250.04681917615963,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_6,8.47842991658387E-6,9.519500320162805E-6,2025-01-01,2020,Kupang,2024-01-01,250.04681917615963,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_7,7.850206107378226E-6,9.065761354006426E-6,2026-01-01,2020,Kupang,2025-01-01,250.04681917615963,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_0,8.769539254694345E-6,1.1401912521010548E-5,2019-01-01,2018.0,Kuching,2018-12-05,288.569013244235,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_1,8.284357768675773E-6,1.1529921849137984E-5,2020-01-01,2019.0,Kuching,2019-01-01,294.8511608015308,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_2,7.5685481690421765E-6,9.896200024530183E-6,2021-01-01,2020.0,Kuching,2020-01-01,302.5824252323338,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_3,8.631445318881048E-6,1.1952836567229088E-5,2022-01-01,2020,Kuching,2021-01-01,302.5824252323338,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_4,8.353913925073239E-6,1.1549582513199354E-5,2023-01-01,2020,Kuching,2022-01-01,302.5824252323338,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_5,9.955811728662392E-6,1.4262296895698085E-5,2024-01-01,2020,Kuching,2023-01-01,302.5824252323338,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_6,8.53996038338394E-6,1.1994075058181205E-5,2025-01-01,2020,Kuching,2024-01-01,302.5824252323338,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_7,8.773362172056377E-6,1.2501659183717001E-5,2026-01-01,2020,Kuching,2025-01-01,302.5824252323338,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_0,9.757045375452107E-6,1.5424321838227892E-5,2019-01-01,2018.0,Miri,2018-12-05,95.07257506273591,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_1,8.857153227835532E-6,1.3160081759496101E-5,2020-01-01,2019.0,Miri,2019-01-01,96.56133513229732,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_2,8.714861845034697E-6,1.2477041030955017E-5,2021-01-01,2020.0,Miri,2020-01-01,99.29050399748692,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_3,9.011067817704991E-6,1.2709633269883689E-5,2022-01-01,2020,Miri,2021-01-01,99.29050399748692,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_4,9.340809620577835E-6,1.2818052345187196E-5,2023-01-01,2020,Miri,2022-01-01,99.29050399748692,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_5,1.0541216093222707E-5,1.3980167196735E-5,2024-01-01,2020,Miri,2023-01-01,99.29050399748692,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_6,9.407105328676162E-6,1.3077516173875766E-5,2025-01-01,2020,Miri,2024-01-01,99.29050399748692,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_7,9.466615295143426E-6,1.2257902144174754E-5,2026-01-01,2020,Miri,2025-01-01,99.29050399748692,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_0,8.328069938642963E-6,1.1635886356018E-5,2019-01-01,2018.0,Kota Kinabalu,2018-12-05,267.491942768712,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_1,7.685593085017306E-6,1.1505819527300942E-5,2020-01-01,2019.0,Kota Kinabalu,2019-01-01,277.59741192270144,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_2,7.84204731271841E-6,1.0967924419983084E-5,2021-01-01,2020.0,Kota Kinabalu,2020-01-01,285.5062863753048,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_3,7.450868814750884E-6,1.055490209358496E-5,2022-01-01,2020,Kota Kinabalu,2021-01-01,285.5062863753048,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_4,8.348215382188974E-6,1.1853216860871467E-5,2023-01-01,2020,Kota Kinabalu,2022-01-01,285.5062863753048,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_5,9.063558347039882E-6,1.300685844843896E-5,2024-01-01,2020,Kota Kinabalu,2023-01-01,285.5062863753048,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_6,8.47759044482136E-6,1.2980328413888906E-5,2025-01-01,2020,Kota Kinabalu,2024-01-01,285.5062863753048,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_7,8.45984243468048E-6,1.2217439862681082E-5,2026-01-01,2020,Kota Kinabalu,2025-01-01,285.5062863753048,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_0,8.145407503336451E-6,9.541549761358757E-6,2019-01-01,2018.0,Pelabuhan Sandakan,2018-12-05,175.76032711144208,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_1,6.8421817149736464E-6,8.03110032020917E-6,2020-01-01,2019.0,Pelabuhan Sandakan,2019-01-01,180.54590311003113,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_2,6.954425022616718E-6,7.6036710558853225E-6,2021-01-01,2020.0,Pelabuhan Sandakan,2020-01-01,188.54526120355618,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_3,7.1473586032630565E-6,8.087137611420264E-6,2022-01-01,2020,Pelabuhan Sandakan,2021-01-01,188.54526120355618,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_4,7.5228668375475055E-6,8.724587281564908E-6,2023-01-01,2020,Pelabuhan Sandakan,2022-01-01,188.54526120355618,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_5,8.179708028851446E-6,9.659148444028042E-6,2024-01-01,2020,Pelabuhan Sandakan,2023-01-01,188.54526120355618,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_6,7.1704499519324E-6,8.974318007717398E-6,2025-01-01,2020,Pelabuhan Sandakan,2024-01-01,188.54526120355618,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_7,7.722344060174775E-6,9.830260261326034E-6,2026-01-01,2020,Pelabuhan Sandakan,2025-01-01,188.54526120355618,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_0,1.2318563840460181E-5,1.412129514816304E-5,2019-01-01,2018.0,Ujungpandang,2018-12-05,776.162366517268,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_1,8.320103715767088E-6,1.2494042504777422E-5,2020-01-01,2019.0,Ujungpandang,2019-01-01,783.9008772311548,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_2,7.809136211833458E-6,1.121474551940586E-5,2021-01-01,2020.0,Ujungpandang,2020-01-01,793.7561653956184,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_3,8.101263475697922E-6,1.1586029028278915E-5,2022-01-01,2020,Ujungpandang,2021-01-01,793.7561653956184,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_4,9.097783486436393E-6,1.2503916829332221E-5,2023-01-01,2020,Ujungpandang,2022-01-01,793.7561653956184,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_5,9.428365586821089E-6,1.5067753272087935E-5,2024-01-01,2020,Ujungpandang,2023-01-01,793.7561653956184,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_6,8.663877586735644E-6,1.3283838982776444E-5,2025-01-01,2020,Ujungpandang,2024-01-01,793.7561653956184,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_7,8.84145066439425E-6,1.4233122092546145E-5,2026-01-01,2020,Ujungpandang,2025-01-01,793.7561653956184,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_0,7.492185650125034E-6,7.793522153164188E-6,2019-01-01,2018.0,Dumaguete,2018-12-05,626.2143598967178,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_1,8.449803620313035E-6,9.132633973714768E-6,2020-01-01,2019.0,Dumaguete,2019-01-01,636.4165786527827,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_2,8.110353073938066E-6,8.60678023029664E-6,2021-01-01,2020.0,Dumaguete,2020-01-01,646.9880375119112,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_3,8.074622725361918E-6,8.621242839604248E-6,2022-01-01,2020,Dumaguete,2021-01-01,646.9880375119112,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_4,8.3338171298761E-6,8.825960049903509E-6,2023-01-01,2020,Dumaguete,2022-01-01,646.9880375119112,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_5,9.414860260876159E-6,1.0207286038327946E-5,2024-01-01,2020,Dumaguete,2023-01-01,646.9880375119112,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_6,9.461928065373657E-6,1.0090160786618975E-5,2025-01-01,2020,Dumaguete,2024-01-01,646.9880375119112,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_7,8.030511692675618E-6,8.348888883477681E-6,2026-01-01,2020,Dumaguete,2025-01-01,646.9880375119112,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_0,1.8969187496772671E-4,2.579826036382545E-4,2019-01-01,2018.0,Jiangmen,2018-12-05,7344.464487937059,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_1,1.0904475718999183E-4,1.6201708830504443E-4,2020-01-01,2019.0,Jiangmen,2019-01-01,7520.879511884529,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_2,8.773574319037704E-5,1.326206562412667E-4,2021-01-01,2020.0,Jiangmen,2020-01-01,7700.510146891635,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_3,1.1263658789136807E-4,1.7005327770101884E-4,2022-01-01,2020,Jiangmen,2021-01-01,7700.510146891635,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_4,9.550687077015626E-5,1.4112491980634398E-4,2023-01-01,2020,Jiangmen,2022-01-01,7700.510146891635,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_5,9.995233951390368E-5,1.4658072148066357E-4,2024-01-01,2020,Jiangmen,2023-01-01,7700.510146891635,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_6,9.363528615667165E-5,1.3051337694512668E-4,2025-01-01,2020,Jiangmen,2024-01-01,7700.510146891635,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_7,9.700370751942166E-5,1.3836774349010132E-4,2026-01-01,2020,Jiangmen,2025-01-01,7700.510146891635,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_0,5.620895320747198E-5,8.725698440938503E-5,2019-01-01,2018.0,Wenzhou,2018-12-05,2750.519830676484,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_1,4.144581132835395E-5,6.345147585373973E-5,2020-01-01,2019.0,Wenzhou,2019-01-01,2796.056396303377,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_2,3.978595435867818E-5,5.8882971213960827E-5,2021-01-01,2020.0,Wenzhou,2020-01-01,2839.6934603038244,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_3,5.3095755247528687E-5,8.252151102338105E-5,2022-01-01,2020,Wenzhou,2021-01-01,2839.6934603038244,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_4,4.2317882659104764E-5,6.525949348830584E-5,2023-01-01,2020,Wenzhou,2022-01-01,2839.6934603038244,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_5,4.7594657974622505E-5,7.286441779057678E-5,2024-01-01,2020,Wenzhou,2023-01-01,2839.6934603038244,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_6,4.5223803044806654E-5,6.498893685964784E-5,2025-01-01,2020,Wenzhou,2024-01-01,2839.6934603038244,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_7,4.524173436910803E-5,6.537936320578835E-5,2026-01-01,2020,Wenzhou,2025-01-01,2839.6934603038244,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_0,1.4732872732572868E-4,1.6901127161254235E-4,2019-01-01,2018.0,Yantai,2018-12-05,1391.1938436727828,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_1,7.393294489109458E-5,8.161248274585341E-5,2020-01-01,2019.0,Yantai,2019-01-01,1398.8860628559828,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_2,8.05945914360587E-5,9.056952338638364E-5,2021-01-01,2020.0,Yantai,2020-01-01,1408.4941219339482,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_3,9.649502106125076E-5,1.075531690389079E-4,2022-01-01,2020,Yantai,2021-01-01,1408.4941219339482,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_4,7.969142467851979E-5,9.053965013056377E-5,2023-01-01,2020,Yantai,2022-01-01,1408.4941219339482,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_5,7.790275056393582E-5,8.478261571105185E-5,2024-01-01,2020,Yantai,2023-01-01,1408.4941219339482,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_6,7.507891306266095E-5,8.169124475329513E-5,2025-01-01,2020,Yantai,2024-01-01,1408.4941219339482,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_7,8.605988382634857E-5,9.303227986527333E-5,2026-01-01,2020,Yantai,2025-01-01,1408.4941219339482,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_0,1.7423326472369642E-4,2.255989926330474E-4,2019-01-01,2018.0,Zhuhai,2018-12-05,8670.87755119156,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_1,1.0367169292936455E-4,1.4804803649233106E-4,2020-01-01,2019.0,Zhuhai,2019-01-01,8881.499383573117,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_2,8.407066332966256E-5,1.2288999534509692E-4,2021-01-01,2020.0,Zhuhai,2020-01-01,9088.59152268316,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_3,1.0959336106811339E-4,1.640535503168113E-4,2022-01-01,2020,Zhuhai,2021-01-01,9088.59152268316,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_4,9.291763691263082E-5,1.375314138544026E-4,2023-01-01,2020,Zhuhai,2022-01-01,9088.59152268316,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
