system:index,SO2_area_mean_mol_per_m2,SO2_population_weighted_exposure_mol_per_m2,end_date,population_year_used,port_name,start_date,total_population,year,.geo
00000000000000000037_4,6.909788381558687E-5,7.356276924041288E-5,2023-01-01,2020,Zhuhai,2022-01-01,9088.59152268316,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_5,4.367487534798429E-5,4.584267219785205E-5,2024-01-01,2020,Zhuhai,2023-01-01,9088.59152268316,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_6,3.602478901328786E-5,4.412116674911635E-5,2025-01-01,2020,Zhuhai,2024-01-01,9088.59152268316,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_7,2.5712088449375544E-5,2.766508752321756E-5,2026-01-01,2020,Zhuhai,2025-01-01,9088.59152268316,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_0,-2.3682625129268643E-5,-3.244528210718445E-5,2019-01-01,2018.0,Banjarmasin,2018-12-05,394.6249549770983,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_1,-4.003457933154971E-6,-1.300520948592494E-5,2020-01-01,2019.0,Banjarmasin,2019-01-01,404.84752587329797,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_2,-2.1367774238270933E-6,-2.5031400267543963E-6,2021-01-01,2020.0,Banjarmasin,2020-01-01,414.9327097884651,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_3,2.6223866694269286E-6,2.0624644032720283E-6,2022-01-01,2020,Banjarmasin,2021-01-01,414.9327097884651,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_4,1.986835165273254E-6,-3.6617945221366604E-6,2023-01-01,2020,Banjarmasin,2022-01-01,414.9327097884651,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_5,1.5469736871139034E-5,9.349353824565138E-6,2024-01-01,2020,Banjarmasin,2023-01-01,414.9327097884651,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_6,2.9035182314141393E-5,2.944489475805927E-5,2025-01-01,2020,Banjarmasin,2024-01-01,414.9327097884651,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_7,2.387926185925989E-6,1.415092959311616E-6,2026-01-01,2020,Banjarmasin,2025-01-01,414.9327097884651,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0,2.334750144348063E-5,1.5367591325386552E-5,2019-01-01,2018.0,Tanjung Pandan,2018-12-05,65.29387338227211,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_1,4.094166741943405E-6,-6.512347858539773E-6,2020-01-01,2019.0,Tanjung Pandan,2019-01-01,66.98909736303429,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_2,3.3430494158703605E-5,7.217043366137075E-6,2021-01-01,2020.0,Tanjung Pandan,2020-01-01,68.85003021995666,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_3,9.754807458127378E-6,-1.4722894598372356E-7,2022-01-01,2020,Tanjung Pandan,2021-01-01,68.85003021995666,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_4,1.2606530352836306E-5,-2.673150604668859E-6,2023-01-01,2020,Tanjung Pandan,2022-01-01,68.85003021995666,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_5,2.684362252829074E-5,2.781124740605202E-5,2024-01-01,2020,Tanjung Pandan,2023-01-01,68.85003021995666,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_6,6.071295184170885E-5,4.972704871649806E-5,2025-01-01,2020,Tanjung Pandan,2024-01-01,68.85003021995666,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_7,4.471170273400042E-6,4.102496896974886E-6,2026-01-01,2020,Tanjung Pandan,2025-01-01,68.85003021995666,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_0,1.8577468424991637E-4,2.2900511066981327E-4,2019-01-01,2018.0,Kandla,2018-12-05,895.0933698529275,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_1,1.1841993469127131E-4,1.4569699518956577E-4,2020-01-01,2019.0,Kandla,2019-01-01,911.2155716231053,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_2,1.1789756687743582E-4,1.305343894611967E-4,2021-01-01,2020.0,Kandla,2020-01-01,932.9993543207129,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_3,1.1410304876311314E-4,1.310095111554498E-4,2022-01-01,2020,Kandla,2021-01-01,932.9993543207129,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_4,1.1512646274114524E-4,1.5036899637647818E-4,2023-01-01,2020,Kandla,2022-01-01,932.9993543207129,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_5,1.3767056450950346E-4,1.668649960091146E-4,2024-01-01,2020,Kandla,2023-01-01,932.9993543207129,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_6,1.387287822976154E-4,1.750578976198941E-4,2025-01-01,2020,Kandla,2024-01-01,932.9993543207129,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_7,8.579528922919385E-5,1.1727655146467779E-4,2026-01-01,2020,Kandla,2025-01-01,932.9993543207129,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_0,5.000390316868679E-5,5.8082976938941064E-5,2019-01-01,2018.0,Pondicherry,2018-12-05,2155.430426855182,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_1,7.333032018294952E-5,9.459632703672208E-5,2020-01-01,2019.0,Pondicherry,2019-01-01,2191.3547763567335,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_2,7.18679622990413E-5,9.080065342099457E-5,2021-01-01,2020.0,Pondicherry,2020-01-01,2229.955793729015,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_3,9.350587751881641E-5,1.1119170325442716E-4,2022-01-01,2020,Pondicherry,2021-01-01,2229.955793729015,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_4,1.0400880402140461E-4,1.2882989258209467E-4,2023-01-01,2020,Pondicherry,2022-01-01,2229.955793729015,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_5,9.283654566496583E-5,1.1182105868926685E-4,2024-01-01,2020,Pondicherry,2023-01-01,2229.955793729015,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_6,8.53999168083437E-5,1.0980562462739477E-4,2025-01-01,2020,Pondicherry,2024-01-01,2229.955793729015,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_7,6.210928234555611E-5,7.888493202339371E-5,2026-01-01,2020,Pondicherry,2025-01-01,2229.955793729015,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_0,2.0173794023558006E-5,2.893034628944836E-6,2019-01-01,2018.0,Trincomalee,2018-12-05,374.5232847527667,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_1,-7.384988828277347E-6,-8.039528381191943E-6,2020-01-01,2019.0,Trincomalee,2019-01-01,377.85627675802783,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_2,-8.267123134091432E-6,-1.4713813965407049E-5,2021-01-01,2020.0,Trincomalee,2020-01-01,380.89677617923354,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_3,3.2776281219208286E-6,-3.3682326483035534E-6,2022-01-01,2020,Trincomalee,2021-01-01,380.89677617923354,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_4,1.426144631417537E-5,8.602885725793814E-6,2023-01-01,2020,Trincomalee,2022-01-01,380.89677617923354,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_5,9.7339625091511E-6,-3.136436075673903E-7,2024-01-01,2020,Trincomalee,2023-01-01,380.89677617923354,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_6,2.554073519527595E-5,2.100880940584174E-5,2025-01-01,2020,Trincomalee,2024-01-01,380.89677617923354,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_7,4.723516988300291E-6,6.162035009126278E-6,2026-01-01,2020,Trincomalee,2025-01-01,380.89677617923354,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_0,2.394162462501323E-5,2.4219432922233316E-5,2019-01-01,2018.0,Subic Bay,2018-12-05,4969.414271511907,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_1,1.4760922935697252E-5,-2.0874630689420686E-6,2020-01-01,2019.0,Subic Bay,2019-01-01,5055.534872014786,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_2,1.515146888760565E-5,-1.1460304237198326E-6,2021-01-01,2020.0,Subic Bay,2020-01-01,5143.720767519252,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_3,7.913021402322094E-5,6.773602273257668E-5,2022-01-01,2020,Subic Bay,2021-01-01,5143.720767519252,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_4,1.01631393034228E-4,5.2478028356231996E-5,2023-01-01,2020,Subic Bay,2022-01-01,5143.720767519252,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_5,8.829901844069698E-5,6.528006723653712E-5,2024-01-01,2020,Subic Bay,2023-01-01,5143.720767519252,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_6,1.1482563424403313E-4,5.621778057771327E-5,2025-01-01,2020,Subic Bay,2024-01-01,5143.720767519252,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_7,3.853255554069422E-5,2.874141739362735E-5,2026-01-01,2020,Subic Bay,2025-01-01,5143.720767519252,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_0,-6.146100857835251E-6,-1.2767243484583883E-5,2019-01-01,2018.0,Beihai,2018-12-05,949.1700456136585,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_1,1.6012513637191277E-5,6.991102508080591E-6,2020-01-01,2019.0,Beihai,2019-01-01,958.6254845619198,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_2,4.0436048388756615E-5,3.598095839582363E-5,2021-01-01,2020.0,Beihai,2020-01-01,968.1747869583907,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_3,4.7950978021915035E-5,4.0879431155994655E-5,2022-01-01,2020,Beihai,2021-01-01,968.1747869583907,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_4,6.558922113474E-5,6.429618758917561E-5,2023-01-01,2020,Beihai,2022-01-01,968.1747869583907,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_5,2.9346041368045355E-5,2.5329797467208826E-5,2024-01-01,2020,Beihai,2023-01-01,968.1747869583907,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_6,2.287256176859659E-5,2.1102527873577636E-5,2025-01-01,2020,Beihai,2024-01-01,968.1747869583907,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_7,2.7015730293449067E-5,3.3277251370869846E-5,2026-01-01,2020,Beihai,2025-01-01,968.1747869583907,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_0,1.265859984945256E-5,-2.0031476042958093E-5,2019-01-01,2018.0,Port Blair,2018-12-05,30.084842453546397,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_1,-2.832532265517902E-6,3.996280447156723E-6,2020-01-01,2019.0,Port Blair,2019-01-01,30.37941831196933,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_2,8.656501209031294E-6,1.611422775203176E-5,2021-01-01,2020.0,Port Blair,2020-01-01,30.41817034709394,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_3,2.408521741818111E-6,-1.5876457118137953E-6,2022-01-01,2020,Port Blair,2021-01-01,30.41817034709394,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_4,7.765175799040053E-6,1.9411644607598237E-5,2023-01-01,2020,Port Blair,2022-01-01,30.41817034709394,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_5,7.0969774167116E-6,-8.478801050268817E-6,2024-01-01,2020,Port Blair,2023-01-01,30.41817034709394,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_6,1.4272949835799926E-5,1.1631235940561502E-6,2025-01-01,2020,Port Blair,2024-01-01,30.41817034709394,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_7,7.959857296807848E-6,2.009737447952829E-5,2026-01-01,2020,Port Blair,2025-01-01,30.41817034709394,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_0,2.9390259328644145E-5,4.376940547438644E-5,2019-01-01,2018.0,Masbate,2018-12-05,535.0413958311666,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_1,2.3450482631333916E-5,6.496665011426277E-5,2020-01-01,2019.0,Masbate,2019-01-01,546.0645841493617,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_2,1.9350621265731886E-5,3.9614729731526525E-5,2021-01-01,2020.0,Masbate,2020-01-01,557.3342920139726,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_3,2.235656699519057E-5,3.399897566692004E-5,2022-01-01,2020,Masbate,2021-01-01,557.3342920139726,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_4,4.417860862119845E-5,6.414748326297018E-5,2023-01-01,2020,Masbate,2022-01-01,557.3342920139726,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_5,5.126909310289291E-5,8.138591472946003E-5,2024-01-01,2020,Masbate,2023-01-01,557.3342920139726,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_6,5.4333948352010626E-5,7.293809968604319E-5,2025-01-01,2020,Masbate,2024-01-01,557.3342920139726,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_7,4.019813753452901E-5,5.025169222257152E-5,2026-01-01,2020,Masbate,2025-01-01,557.3342920139726,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_0,9.054143190833249E-5,1.6267616919019652E-4,2019-01-01,2018.0,Ningbo,2018-12-05,2809.607607711693,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_1,9.098107117855573E-5,1.0082267040845713E-4,2020-01-01,2019.0,Ningbo,2019-01-01,2867.855988082161,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_2,1.0037609821995599E-4,1.0532175257401832E-4,2021-01-01,2020.0,Ningbo,2020-01-01,2927.7593699615636,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_3,1.867082577878498E-4,2.0331129833461463E-4,2022-01-01,2020,Ningbo,2021-01-01,2927.7593699615636,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_4,1.0418492999546775E-4,9.973064768660732E-5,2023-01-01,2020,Ningbo,2022-01-01,2927.7593699615636,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_5,1.4832763835144014E-4,1.605637060775839E-4,2024-01-01,2020,Ningbo,2023-01-01,2927.7593699615636,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_6,1.1368880603371143E-4,1.1628233801430427E-4,2025-01-01,2020,Ningbo,2024-01-01,2927.7593699615636,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_7,6.133196721409751E-5,7.126144776199355E-5,2026-01-01,2020,Ningbo,2025-01-01,2927.7593699615636,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_0,7.38872629600924E-5,5.4059168920498254E-5,2019-01-01,2018.0,Xiamen,2018-12-05,2757.288271430063,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_1,3.404288415917042E-5,3.328222217408541E-5,2020-01-01,2019.0,Xiamen,2019-01-01,2825.0733530045295,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_2,4.957457338540264E-5,3.9361537036358056E-5,2021-01-01,2020.0,Xiamen,2020-01-01,2895.8385548813367,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_3,5.9075550278833425E-5,5.009439670602187E-5,2022-01-01,2020,Xiamen,2021-01-01,2895.8385548813367,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_4,6.367568917329913E-5,5.5759497467330776E-5,2023-01-01,2020,Xiamen,2022-01-01,2895.8385548813367,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_5,6.252456228836348E-5,5.186512918346623E-5,2024-01-01,2020,Xiamen,2023-01-01,2895.8385548813367,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_6,3.9134508914998395E-5,3.074854217151275E-5,2025-01-01,2020,Xiamen,2024-01-01,2895.8385548813367,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_7,2.3067180619612648E-5,2.8252270323730136E-5,2026-01-01,2020,Xiamen,2025-01-01,2895.8385548813367,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_0,-1.0938326786955586E-5,-1.269315573050767E-5,2019-01-01,2018.0,Senipah,2018-12-05,418.1493527973328,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_1,-5.032055968857931E-6,-1.5728945981884083E-5,2020-01-01,2019.0,Senipah,2019-01-01,430.8398155940803,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_2,-7.87750770621481E-7,-1.5062318225249824E-5,2021-01-01,2020.0,Senipah,2020-01-01,446.4608775649438,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_3,-2.82640595114459E-6,-2.7253759373226723E-5,2022-01-01,2020,Senipah,2021-01-01,446.4608775649438,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_4,7.387176603786049E-6,-1.2370720991579856E-5,2023-01-01,2020,Senipah,2022-01-01,446.4608775649438,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_5,3.8032785428437502E-6,-1.6736300345275604E-5,2024-01-01,2020,Senipah,2023-01-01,446.4608775649438,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_6,6.879025998952761E-5,4.745873409597643E-5,2025-01-01,2020,Senipah,2024-01-01,446.4608775649438,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_7,2.843733892852742E-6,4.916384950051664E-6,2026-01-01,2020,Senipah,2025-01-01,446.4608775649438,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_0,2.523059991375723E-4,3.0072368263868107E-4,2019-01-01,2018.0,Bhavnagar,2018-12-05,2324.424000902386,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_1,1.3385294423990104E-4,1.5661700904707156E-4,2020-01-01,2019.0,Bhavnagar,2019-01-01,2393.3964076821753,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_2,1.351525850458903E-4,1.6258760362737604E-4,2021-01-01,2020.0,Bhavnagar,2020-01-01,2423.6973347452936,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_3,1.5780559230296398E-4,1.8546628036073085E-4,2022-01-01,2020,Bhavnagar,2021-01-01,2423.6973347452936,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_4,1.4708977217087738E-4,1.518230593077072E-4,2023-01-01,2020,Bhavnagar,2022-01-01,2423.6973347452936,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_5,1.7106568379134888E-4,1.6995454965409144E-4,2024-01-01,2020,Bhavnagar,2023-01-01,2423.6973347452936,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_6,1.6542661860778705E-4,1.7295955717626537E-4,2025-01-01,2020,Bhavnagar,2024-01-01,2423.6973347452936,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_7,8.044262893308003E-5,9.603784211685871E-5,2026-01-01,2020,Bhavnagar,2025-01-01,2423.6973347452936,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,2.7334324066385305E-4,3.0762844493113534E-4,2019-01-01,2018.0,Visakhapatnam,2018-12-05,1257.6024324653192,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_1,1.075470009753573E-4,1.3315899489418188E-4,2020-01-01,2019.0,Visakhapatnam,2019-01-01,1270.0528561648189,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_2,1.0004579017380113E-4,1.1745925158865067E-4,2021-01-01,2020.0,Visakhapatnam,2020-01-01,1274.8283706696586,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_3,1.240858949462049E-4,1.4316885014033378E-4,2022-01-01,2020,Visakhapatnam,2021-01-01,1274.8283706696586,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_4,1.6210891034953078E-4,1.7755899148359956E-4,2023-01-01,2020,Visakhapatnam,2022-01-01,1274.8283706696586,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_5,1.6741746660091868E-4,1.937566892048757E-4,2024-01-01,2020,Visakhapatnam,2023-01-01,1274.8283706696586,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_6,8.639137114297747E-5,1.0997232584576275E-4,2025-01-01,2020,Visakhapatnam,2024-01-01,1274.8283706696586,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_7,9.544102971542605E-5,1.2941033186993496E-4,2026-01-01,2020,Visakhapatnam,2025-01-01,1274.8283706696586,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046_0,2.337705749929571E-5,-3.4001134705804236E-6,2019-01-01,2018.0,Colombo,2018-12-05,2053.5477470146084,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046_1,-3.827324257607862E-6,-1.9367066003461515E-5,2020-01-01,2019.0,Colombo,2019-01-01,2074.0590888550473,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046_2,-3.276149559727637E-6,-1.1147107887032805E-5,2021-01-01,2020.0,Colombo,2020-01-01,2095.517318373919,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046_3,-5.6479895070645466E-6,-1.1677729221972296E-5,2022-01-01,2020,Colombo,2021-01-01,2095.517318373919,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046_4,1.1126534967058956E-5,6.141235239668729E-6,2023-01-01,2020,Colombo,2022-01-01,2095.517318373919,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046_5,7.208120555812709E-6,-3.4109442645431356E-6,2024-01-01,2020,Colombo,2023-01-01,2095.517318373919,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046_6,2.524656357978788E-5,1.6966494270725253E-5,2025-01-01,2020,Colombo,2024-01-01,2095.517318373919,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046_7,2.9859697758655495E-6,2.906466663090411E-6,2026-01-01,2020,Colombo,2025-01-01,2095.517318373919,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,3.2227807012083246E-5,4.911603166082311E-5,2019-01-01,2018.0,Kaohsiung,2018-12-05,1079.3027863855318,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_1,1.1277814833849442E-6,7.49114003305726E-6,2020-01-01,2019.0,Kaohsiung,2019-01-01,1079.7666359540706,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_2,1.3390031939471954E-5,1.716567313541908E-5,2021-01-01,2020.0,Kaohsiung,2020-01-01,1077.3988517431414,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_3,2.7260555317640115E-5,2.9121963053038922E-5,2022-01-01,2020,Kaohsiung,2021-01-01,1077.3988517431414,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_4,3.180266573892033E-5,3.4420692574374755E-5,2023-01-01,2020,Kaohsiung,2022-01-01,1077.3988517431414,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_5,2.2003774297574174E-5,2.5174806092166266E-5,2024-01-01,2020,Kaohsiung,2023-01-01,1077.3988517431414,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_6,2.22683422172748E-5,2.411696399776671E-5,2025-01-01,2020,Kaohsiung,2024-01-01,1077.3988517431414,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_7,5.568440928143136E-6,1.7684177964357307E-5,2026-01-01,2020,Kaohsiung,2025-01-01,1077.3988517431414,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_0,4.9454982057637344E-5,2.0014882887325662E-5,2019-01-01,2018.0,Taichung,2018-12-05,1394.4160122894039,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_1,1.9071014839392316E-5,2.770253551031988E-6,2020-01-01,2019.0,Taichung,2019-01-01,1400.0042947782604,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_2,3.5159435432827205E-5,2.0892713991759026E-5,2021-01-01,2020.0,Taichung,2020-01-01,1407.2815040451521,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_3,5.219965894320132E-5,3.579370866524199E-5,2022-01-01,2020,Taichung,2021-01-01,1407.2815040451521,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_4,5.2662981228196505E-5,2.8766961032941146E-5,2023-01-01,2020,Taichung,2022-01-01,1407.2815040451521,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_5,5.0601764447289865E-5,2.8317240910120862E-5,2024-01-01,2020,Taichung,2023-01-01,1407.2815040451521,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_6,3.3381010904217014E-5,4.1530724840298335E-5,2025-01-01,2020,Taichung,2024-01-01,1407.2815040451521,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_7,3.7326945285156935E-6,1.4072259470711571E-5,2026-01-01,2020,Taichung,2025-01-01,1407.2815040451521,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049_0,1.1929890708620903E-5,3.690425211150572E-5,2019-01-01,2018.0,Da Nang,2018-12-05,697.9633519373223,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
